# Quranic Arabic Corpus - Dependency Treebank Data
# Scope: Full Quran (114 chapters, 6236 verses)
# Format: CHILD | PARENT | RELATION | ARABIC_LABEL | ENGLISH_LABEL
#
# Source: Extracted from syntax.txt in quranic-corpus.war
# Notation: CHILD -> PARENT (child depends on parent)
#
CHILD	PARENT	RELATION	ARABIC_LABEL	ENGLISH_LABEL
(2:26:15)	(2:26:19)	VS	VS	VS
(2:26:15)	(2:26:15)	subj	فاعل	Subject
(2:26:16)	(2:26:16)	subjx	اسم كان	Subject of special verb
(2:26:17)	(2:26:16)	predx	خبر كان	Predicate of special verb
(2:26:19)	(2:26:18)	gen	جار ومجرور	Prepositional phrase
(2:26:19)	(2:26:19)	poss	مضاف إليه	Possessive
(2:26:22)	(2:26:22)	VS	VS	VS
(2:26:21)	(2:26:20)	exl	exl	exl
(2:26:22)	(2:26:22)	subj	فاعل	Subject
(2:26:27)	(2:26:27)	PP	PP	PP
(2:26:24)	(2:26:28)	VS	VS	VS
(2:26:23)	(2:26:28)	VS	VS	VS
(2:26:23)	(2:26:23)	subj	فاعل	Subject
(2:26:24)	(2:26:25)	obj	مفعول به	Object
(2:26:26)	(2:26:25)	subj	فاعل	Subject
(2:26:27)	(2:26:27)	gen	جار ومجرور	Prepositional phrase
(2:26:28)	(2:26:27)	spec	تمييز	Specification
(2:26:30)	(2:26:30)	PP	PP	PP
(2:26:30)	(2:26:30)	gen	جار ومجرور	Prepositional phrase
(2:26:31)	(2:26:29)	obj	مفعول به	Object
(2:26:33)	(2:26:33)	PP	PP	PP
(2:26:32)	(2:26:29)	conj	معطوف	Coordinating conjunction
(2:26:33)	(2:26:33)	gen	جار ومجرور	Prepositional phrase
(2:26:34)	(2:26:32)	obj	مفعول به	Object
(2:26:37)	(2:26:37)	PP	PP	PP
(2:26:36)	(2:26:35)	neg	neg	neg
(2:26:37)	(2:26:37)	gen	جار ومجرور	Prepositional phrase
(2:26:38)	(2:26:39)	res	res	res
(2:26:39)	(2:26:36)	obj	مفعول به	Object
(2:27:5)	(2:27:6)	PP	PP	PP
(2:27:2)	(2:27:7)	VS	VS	VS
(2:27:1)	(2:26:39)	adj	صفة	Adjective
(2:27:2)	(2:27:2)	subj	فاعل	Subject
(2:27:3)	(2:27:2)	obj	مفعول به	Object
(2:27:4)	(2:27:3)	poss	مضاف إليه	Possessive
(2:27:6)	(2:27:5)	gen	جار ومجرور	Prepositional phrase
(2:27:7)	(2:27:6)	poss	مضاف إليه	Possessive
(2:27:7)	(2:27:7)	poss	مضاف إليه	Possessive
(2:27:12)	(2:27:12)	PP	PP	PP
(2:27:2)	(2:27:2)	subj	فاعل	Subject
(2:27:8)	(2:27:2)	conj	معطوف	Coordinating conjunction
(2:27:8)	(2:27:8)	subj	فاعل	Subject
(2:27:9)	(2:27:8)	obj	مفعول به	Object
(2:27:11)	(2:27:10)	subj	فاعل	Subject
(2:27:12)	(2:27:12)	gen	جار ومجرور	Prepositional phrase
(2:27:16)	(2:27:17)	PP	PP	PP
(2:27:8)	(2:27:8)	subj	فاعل	Subject
(2:27:15)	(2:27:8)	conj	معطوف	Coordinating conjunction
(2:27:15)	(2:27:15)	subj	فاعل	Subject
(2:27:17)	(2:27:16)	gen	جار ومجرور	Prepositional phrase
(2:27:19)	(2:27:20)	NS	NS	NS
(2:27:20)	(2:27:19)	pred	مبتدأ وخبر	Predicate
(2:28:3)	(2:28:3)	PP	PP	PP
(2:28:1)	(2:28:2)	circ	حال	Circumstantial
(2:28:2)	(2:28:2)	subj	فاعل	Subject
(2:28:3)	(2:28:3)	gen	جار ومجرور	Prepositional phrase
(2:28:2)	(2:28:2)	subj	فاعل	Subject
(2:28:4)	(2:28:4)	subjx	اسم كان	Subject of special verb
(2:28:5)	(2:28:4)	predx	خبر كان	Predicate of special verb
(2:28:6)	(2:28:4)	conj	معطوف	Coordinating conjunction
(2:28:6)	(2:28:6)	obj	مفعول به	Object
(2:28:8)	(2:28:8)	obj	مفعول به	Object
(2:28:10)	(2:28:8)	conj	معطوف	Coordinating conjunction
(2:28:10)	(2:28:10)	obj	مفعول به	Object
(2:28:12)	(2:28:12)	PP	PP	PP
(2:28:12)	(2:28:13)	VS	VS	VS
(2:28:10)	(2:28:10)	obj	مفعول به	Object
(2:28:12)	(2:28:12)	gen	جار ومجرور	Prepositional phrase
(2:28:13)	(2:28:13)	pass	نائب فاعل	Passive subject
(2:29:4)	(2:29:4)	PP	PP	PP
(2:29:6)	(2:29:7)	PP	PP	PP
(2:29:3)	(2:29:8)	VS	VS	VS
(2:29:2)	(2:29:1)	pred	مبتدأ وخبر	Predicate
(2:29:4)	(2:29:4)	gen	جار ومجرور	Prepositional phrase
(2:29:5)	(2:29:3)	obj	مفعول به	Object
(2:29:7)	(2:29:6)	gen	جار ومجرور	Prepositional phrase
(2:29:8)	(2:29:3)	circ	حال	Circumstantial
(2:29:11)	(2:29:12)	PP	PP	PP
(2:29:12)	(2:29:11)	gen	جار ومجرور	Prepositional phrase
(2:29:13)	(2:29:10)	conj	معطوف	Coordinating conjunction
(2:29:13)	(2:29:13)	obj	مفعول به	Object
(2:29:14)	(2:29:13)	obj	مفعول به	Object
(2:29:15)	(2:29:14)	poss	مضاف إليه	Possessive
(2:29:17)	(2:29:17)	PP	PP	PP
(2:29:17)	(2:29:17)	gen	جار ومجرور	Prepositional phrase
(2:29:18)	(2:29:17)	poss	مضاف إليه	Possessive
(2:29:19)	(2:29:16)	pred	مبتدأ وخبر	Predicate
(2:30:4)	(2:30:4)	PP	PP	PP
(2:30:2)	(2:30:4)	VS	VS	VS
(2:30:3)	(2:30:2)	subj	فاعل	Subject
(2:30:3)	(2:30:3)	poss	مضاف إليه	Possessive
(2:30:4)	(2:30:4)	gen	جار ومجرور	Prepositional phrase
(2:30:7)	(2:30:8)	PP	PP	PP
(2:30:5)	(2:30:9)	NS	NS	NS
(2:30:5)	(2:30:5)	subjx	اسم كان	Subject of special verb
(2:30:6)	(2:30:5)	predx	خبر كان	Predicate of special verb
(2:30:8)	(2:30:7)	gen	جار ومجرور	Prepositional phrase
(2:30:9)	(2:30:6)	obj	مفعول به	Object
(2:30:12)	(2:30:12)	PP	PP	PP
(2:30:11)	(2:30:12)	VS	VS	VS
(2:30:10)	(2:30:12)	VS	VS	VS
(2:30:10)	(2:30:10)	subj	فاعل	Subject
(2:30:11)	(2:30:11)	intg	intg	intg
(2:30:12)	(2:30:12)	gen	جار ومجرور	Prepositional phrase
(2:30:15)	(2:30:15)	PP	PP	PP
(2:30:14)	(2:30:17)	VS	VS	VS
(2:30:13)	(2:30:11)	obj	مفعول به	Object
(2:30:15)	(2:30:15)	gen	جار ومجرور	Prepositional phrase
(2:30:16)	(2:30:14)	conj	معطوف	Coordinating conjunction
(2:30:17)	(2:30:16)	obj	مفعول به	Object
(2:30:20)	(2:30:20)	PP	PP	PP
(2:30:22)	(2:30:22)	PP	PP	PP
(2:30:19)	(2:30:22)	VS	VS	VS
(2:30:18)	(2:30:22)	NS	NS	NS
(2:30:20)	(2:30:20)	gen	جار ومجرور	Prepositional phrase
(2:30:20)	(2:30:20)	poss	مضاف إليه	Possessive
(2:30:21)	(2:30:19)	conj	معطوف	Coordinating conjunction
(2:30:22)	(2:30:22)	gen	جار ومجرور	Prepositional phrase
(2:30:27)	(2:30:28)	VS	VS	VS
(2:30:25)	(2:30:28)	VS	VS	VS
(2:30:24)	(2:30:28)	NS	NS	NS
(2:30:24)	(2:30:24)	subjx	اسم كان	Subject of special verb
(2:30:26)	(2:30:25)	obj	مفعول به	Object
(2:30:28)	(2:30:27)	neg	neg	neg
(2:30:28)	(2:30:28)	subj	فاعل	Subject
(2:31:2)	(2:31:1)	obj	مفعول به	Object
(2:31:3)	(2:31:1)	obj	مفعول به	Object
(2:31:4)	(2:31:3)	emph	emph	emph
(2:31:4)	(2:31:4)	poss	مضاف إليه	Possessive
(2:31:7)	(2:31:8)	PP	PP	PP
(2:31:6)	(2:31:1)	conj	معطوف	Coordinating conjunction
(2:31:6)	(2:31:6)	obj	مفعول به	Object
(2:31:8)	(2:31:7)	gen	جار ومجرور	Prepositional phrase
(2:31:11)	(2:31:11)	PP	PP	PP
(2:31:10)	(2:31:12)	VS	VS	VS
(2:31:6)	(2:31:6)	obj	مفعول به	Object
(2:31:9)	(2:31:6)	conj	معطوف	Coordinating conjunction
(2:31:10)	(2:31:10)	subj	فاعل	Subject
(2:31:10)	(2:31:10)	obj	مفعول به	Object
(2:31:11)	(2:31:11)	gen	جار ومجرور	Prepositional phrase
(2:31:12)	(2:31:11)	poss	مضاف إليه	Possessive
(2:31:14)	(2:31:15)	NS	NS	NS
(2:31:14)	(2:31:14)	subjx	اسم كان	Subject of special verb
(2:31:15)	(2:31:14)	predx	خبر كان	Predicate of special verb
(2:32:1)	(2:32:1)	subj	فاعل	Subject
(2:32:2)	(2:32:2)	poss	مضاف إليه	Possessive
(2:32:5)	(2:32:5)	PP	PP	PP
(2:32:8)	(2:32:8)	VS	VS	VS
(2:32:4)	(2:32:3)	subjx	اسم كان	Subject of special verb
(2:32:5)	(2:32:5)	gen	جار ومجرور	Prepositional phrase
(2:32:6)	(2:32:7)	exp	exp	exp
(2:32:8)	(2:32:8)	subj	فاعل	Subject
(2:32:8)	(2:32:8)	obj	مفعول به	Object
(2:32:10)	(2:32:12)	NS	NS	NS
(2:32:9)	(2:32:9)	subjx	اسم كان	Subject of special verb
(2:32:11)	(2:32:10)	pred	مبتدأ وخبر	Predicate
(2:32:12)	(2:32:11)	adj	صفة	Adjective
(2:33:4)	(2:33:4)	PP	PP	PP
(2:33:2)	(2:33:4)	VS	VS	VS
(2:33:2)	(2:33:2)	voc	voc	voc
(2:33:3)	(2:33:3)	obj	مفعول به	Object
(2:33:4)	(2:33:4)	gen	جار ومجرور	Prepositional phrase
(2:33:4)	(2:33:4)	poss	مضاف إليه	Possessive
(2:33:7)	(2:33:7)	PP	PP	PP
(2:33:6)	(2:33:7)	VS	VS	VS
(2:33:6)	(2:33:6)	obj	مفعول به	Object
(2:33:7)	(2:33:7)	gen	جار ومجرور	Prepositional phrase
(2:33:7)	(2:33:7)	poss	مضاف إليه	Possessive
(2:33:11)	(2:33:11)	PP	PP	PP
(2:33:9)	(2:33:11)	VS	VS	VS
(2:33:8)	(2:33:11)	VS	VS	VS
(2:33:9)	(2:33:9)	intg	intg	intg
(2:33:10)	(2:33:9)	neg	neg	neg
(2:33:11)	(2:33:11)	gen	جار ومجرور	Prepositional phrase
(2:33:13)	(2:33:16)	VS	VS	VS
(2:33:12)	(2:33:12)	subjx	اسم كان	Subject of special verb
(2:33:14)	(2:33:13)	obj	مفعول به	Object
(2:33:15)	(2:33:14)	poss	مضاف إليه	Possessive
(2:33:16)	(2:33:15)	conj	معطوف	Coordinating conjunction
(2:33:19)	(2:33:19)	VS	VS	VS
(2:33:17)	(2:33:13)	conj	معطوف	Coordinating conjunction
(2:33:18)	(2:33:17)	obj	مفعول به	Object
(2:33:19)	(2:33:19)	subj	فاعل	Subject
(2:33:22)	(2:33:22)	VS	VS	VS
(2:33:21)	(2:33:22)	NS	NS	NS
(2:33:20)	(2:33:18)	conj	معطوف	Coordinating conjunction
(2:33:21)	(2:33:21)	subjx	اسم كان	Subject of special verb
(2:33:22)	(2:33:22)	subj	فاعل	Subject
(2:34:3)	(2:34:3)	PP	PP	PP
(2:34:5)	(2:34:5)	PP	PP	PP
(2:34:4)	(2:34:5)	VS	VS	VS
(2:34:2)	(2:34:5)	VS	VS	VS
(2:34:2)	(2:34:2)	subj	فاعل	Subject
(2:34:3)	(2:34:3)	gen	جار ومجرور	Prepositional phrase
(2:34:4)	(2:34:4)	subj	فاعل	Subject
(2:34:5)	(2:34:5)	gen	جار ومجرور	Prepositional phrase
(2:34:6)	(2:34:8)	VS	VS	VS
(2:34:6)	(2:34:6)	subj	فاعل	Subject
(2:34:8)	(2:34:7)	exp	exp	exp
(2:34:12)	(2:34:13)	PP	PP	PP
(2:34:10)	(2:34:9)	conj	معطوف	Coordinating conjunction
(2:34:11)	(2:34:10)	conj	معطوف	Coordinating conjunction
(2:34:13)	(2:34:12)	gen	جار ومجرور	Prepositional phrase
(2:35:2)	(2:35:6)	VS	VS	VS
(2:35:1)	(2:35:1)	subj	فاعل	Subject
(2:35:2)	(2:35:2)	voc	voc	voc
(2:35:4)	(2:35:3)	subj	فاعل	Subject
(2:35:5)	(2:35:4)	conj	معطوف	Coordinating conjunction
(2:35:5)	(2:35:5)	poss	مضاف إليه	Possessive
(2:35:6)	(2:35:3)	obj	مفعول به	Object
(2:35:8)	(2:35:8)	PP	PP	PP
(2:35:11)	(2:35:11)	VS	VS	VS
(2:35:7)	(2:35:7)	subj	فاعل	Subject
(2:35:8)	(2:35:8)	gen	جار ومجرور	Prepositional phrase
(2:35:10)	(2:35:7)	link	متعلق	PP attachment
(2:35:11)	(2:35:11)	subj	فاعل	Subject
(2:35:13)	(2:35:12)	pro	نهي	Prohibition
(2:35:13)	(2:35:13)	subj	فاعل	Subject
(2:35:14)	(2:35:13)	obj	مفعول به	Object
(2:35:15)	(2:35:14)	app	بدل	Apposition
(2:35:17)	(2:35:18)	PP	PP	PP
(2:35:16)	(2:35:16)	caus	caus	caus
(2:35:16)	(2:35:16)	subjx	اسم كان	Subject of special verb
(2:35:18)	(2:35:17)	gen	جار ومجرور	Prepositional phrase
(2:36:3)	(2:36:3)	PP	PP	PP
(2:36:1)	(2:36:1)	obj	مفعول به	Object
(2:36:2)	(2:36:1)	subj	فاعل	Subject
(2:36:3)	(2:36:3)	gen	جار ومجرور	Prepositional phrase
(2:36:5)	(2:36:5)	PP	PP	PP
(2:36:7)	(2:36:7)	PP	PP	PP
(2:36:6)	(2:36:7)	NS	NS	NS
(2:36:1)	(2:36:1)	obj	مفعول به	Object
(2:36:4)	(2:36:1)	conj	معطوف	Coordinating conjunction
(2:36:4)	(2:36:4)	obj	مفعول به	Object
(2:36:5)	(2:36:5)	gen	جار ومجرور	Prepositional phrase
(2:36:6)	(2:36:6)	subjx	اسم كان	Subject of special verb
(2:36:7)	(2:36:7)	gen	جار ومجرور	Prepositional phrase
(2:36:11)	(2:36:11)	PP	PP	PP
(2:36:10)	(2:36:12)	NS	NS	NS
(2:36:9)	(2:36:12)	VS	VS	VS
(2:36:8)	(2:36:8)	subj	فاعل	Subject
(2:36:9)	(2:36:9)	subj	فاعل	Subject
(2:36:10)	(2:36:10)	poss	مضاف إليه	Possessive
(2:36:11)	(2:36:11)	gen	جار ومجرور	Prepositional phrase
(2:36:12)	(2:36:10)	pred	مبتدأ وخبر	Predicate
(2:36:13)	(2:36:13)	PP	PP	PP
(2:36:14)	(2:36:15)	PP	PP	PP
(2:36:18)	(2:36:19)	PP	PP	PP
(2:36:13)	(2:36:13)	gen	جار ومجرور	Prepositional phrase
(2:36:15)	(2:36:14)	gen	جار ومجرور	Prepositional phrase
(2:36:17)	(2:36:16)	conj	معطوف	Coordinating conjunction
(2:36:19)	(2:36:18)	gen	جار ومجرور	Prepositional phrase
(2:37:3)	(2:37:4)	PP	PP	PP
(2:37:2)	(2:37:1)	subj	فاعل	Subject
(2:37:4)	(2:37:3)	gen	جار ومجرور	Prepositional phrase
(2:37:4)	(2:37:4)	poss	مضاف إليه	Possessive
(2:37:5)	(2:37:1)	obj	مفعول به	Object
(2:37:7)	(2:37:7)	PP	PP	PP
(2:37:7)	(2:37:7)	gen	جار ومجرور	Prepositional phrase
(2:37:9)	(2:37:11)	NS	NS	NS
(2:37:8)	(2:37:8)	subjx	اسم كان	Subject of special verb
(2:37:10)	(2:37:9)	pred	مبتدأ وخبر	Predicate
(2:37:11)	(2:37:10)	adj	صفة	Adjective
(2:38:3)	(2:38:3)	PP	PP	PP
(2:38:2)	(2:38:4)	VS	VS	VS
(2:38:1)	(2:38:1)	subj	فاعل	Subject
(2:38:2)	(2:38:2)	subj	فاعل	Subject
(2:38:3)	(2:38:3)	gen	جار ومجرور	Prepositional phrase
(2:38:4)	(2:38:2)	circ	حال	Circumstantial
(2:38:7)	(2:38:7)	PP	PP	PP
(2:38:6)	(2:38:8)	VS	VS	VS
(2:38:6)	(2:38:6)	emph	emph	emph
(2:38:6)	(2:38:6)	obj	مفعول به	Object
(2:38:7)	(2:38:7)	gen	جار ومجرور	Prepositional phrase
(2:38:8)	(2:38:6)	subj	فاعل	Subject
(2:38:10)	(2:38:11)	VS	VS	VS
(2:38:9)	(2:38:11)	CS	CS	CS
(2:38:11)	(2:38:10)	subj	فاعل	Subject
(2:38:11)	(2:38:11)	poss	مضاف إليه	Possessive
(2:38:14)	(2:38:14)	PP	PP	PP
(2:38:17)	(2:38:17)	VS	VS	VS
(2:38:12)	(2:38:17)	NS	NS	NS
(2:38:13)	(2:38:12)	subjx	اسم كان	Subject of special verb
(2:38:14)	(2:38:14)	gen	جار ومجرور	Prepositional phrase
(2:38:15)	(2:38:12)	conj	معطوف	Coordinating conjunction
(2:38:16)	(2:38:15)	subjx	اسم كان	Subject of special verb
(2:38:17)	(2:38:17)	subj	فاعل	Subject
(2:39:4)	(2:39:4)	PP	PP	PP
(2:39:2)	(2:39:4)	VS	VS	VS
(2:39:2)	(2:39:2)	subj	فاعل	Subject
(2:39:3)	(2:39:2)	conj	معطوف	Coordinating conjunction
(2:39:3)	(2:39:3)	subj	فاعل	Subject
(2:39:4)	(2:39:4)	gen	جار ومجرور	Prepositional phrase
(2:39:4)	(2:39:4)	poss	مضاف إليه	Possessive
(2:39:5)	(2:39:7)	NS	NS	NS
(2:39:6)	(2:39:5)	pred	مبتدأ وخبر	Predicate
(2:39:7)	(2:39:6)	poss	مضاف إليه	Possessive
(2:39:9)	(2:39:9)	PP	PP	PP
(2:39:9)	(2:39:9)	gen	جار ومجرور	Prepositional phrase
(2:39:10)	(2:39:8)	pred	مبتدأ وخبر	Predicate
(2:40:7)	(2:40:7)	PP	PP	PP
(2:40:6)	(2:40:7)	VS	VS	VS
(2:40:1)	(2:40:1)	voc	voc	voc
(2:40:2)	(2:40:1)	poss	مضاف إليه	Possessive
(2:40:3)	(2:40:3)	subj	فاعل	Subject
(2:40:4)	(2:40:3)	obj	مفعول به	Object
(2:40:4)	(2:40:4)	poss	مضاف إليه	Possessive
(2:40:5)	(2:40:4)	adj	صفة	Adjective
(2:40:6)	(2:40:6)	subj	فاعل	Subject
(2:40:7)	(2:40:7)	gen	جار ومجرور	Prepositional phrase
(2:40:9)	(2:40:9)	PP	PP	PP
(2:40:11)	(2:40:11)	PP	PP	PP
(2:40:10)	(2:40:11)	VS	VS	VS
(2:40:3)	(2:40:3)	subj	فاعل	Subject
(2:40:8)	(2:40:3)	conj	معطوف	Coordinating conjunction
(2:40:8)	(2:40:8)	subj	فاعل	Subject
(2:40:9)	(2:40:9)	gen	جار ومجرور	Prepositional phrase
(2:40:9)	(2:40:9)	poss	مضاف إليه	Possessive
(2:40:11)	(2:40:11)	gen	جار ومجرور	Prepositional phrase
(2:40:11)	(2:40:11)	poss	مضاف إليه	Possessive
(2:40:12)	(2:40:13)	obj	مفعول به	Object
(2:40:13)	(2:40:13)	subj	فاعل	Subject
(2:40:13)	(2:40:13)	obj	مفعول به	Object
(2:41:2)	(2:41:2)	PP	PP	PP
(2:41:5)	(2:41:5)	PP	PP	PP
(2:41:6)	(2:41:6)	PP	PP	PP
(2:41:3)	(2:41:6)	VS	VS	VS
(2:41:1)	(2:41:1)	subj	فاعل	Subject
(2:41:2)	(2:41:2)	gen	جار ومجرور	Prepositional phrase
(2:41:3)	(2:41:3)	subj	فاعل	Subject
(2:41:4)	(2:41:3)	circ	حال	Circumstantial
(2:41:5)	(2:41:5)	gen	جار ومجرور	Prepositional phrase
(2:41:6)	(2:41:6)	gen	جار ومجرور	Prepositional phrase
(2:41:11)	(2:41:11)	PP	PP	PP
(2:41:8)	(2:41:7)	pro	نهي	Prohibition
(2:41:8)	(2:41:8)	subjx	اسم كان	Subject of special verb
(2:41:9)	(2:41:8)	predx	خبر كان	Predicate of special verb
(2:41:10)	(2:41:9)	poss	مضاف إليه	Possessive
(2:41:11)	(2:41:11)	gen	جار ومجرور	Prepositional phrase
(2:41:14)	(2:41:14)	PP	PP	PP
(2:41:13)	(2:41:12)	pro	نهي	Prohibition
(2:41:13)	(2:41:13)	subj	فاعل	Subject
(2:41:14)	(2:41:14)	gen	جار ومجرور	Prepositional phrase
(2:41:14)	(2:41:14)	poss	مضاف إليه	Possessive
(2:41:15)	(2:41:13)	obj	مفعول به	Object
(2:41:16)	(2:41:15)	adj	صفة	Adjective
(2:41:17)	(2:41:18)	obj	مفعول به	Object
(2:41:18)	(2:41:18)	subj	فاعل	Subject
(2:41:18)	(2:41:18)	obj	مفعول به	Object
(2:42:4)	(2:42:4)	PP	PP	PP
(2:42:2)	(2:42:1)	pro	نهي	Prohibition
(2:42:2)	(2:42:2)	subj	فاعل	Subject
(2:42:3)	(2:42:2)	obj	مفعول به	Object
(2:42:4)	(2:42:4)	gen	جار ومجرور	Prepositional phrase
(2:42:8)	(2:42:8)	VS	VS	VS
(2:42:7)	(2:42:8)	NS	NS	NS
(2:41:13)	(2:41:13)	subj	فاعل	Subject
(2:42:5)	(2:41:13)	conj	معطوف	Coordinating conjunction
(2:42:5)	(2:42:5)	subj	فاعل	Subject
(2:42:6)	(2:42:5)	obj	مفعول به	Object
(2:42:8)	(2:42:8)	subj	فاعل	Subject
(2:43:6)	(2:43:7)	PP	PP	PP
(2:43:1)	(2:43:1)	subj	فاعل	Subject
(2:43:2)	(2:43:1)	obj	مفعول به	Object
(2:43:3)	(2:43:1)	conj	معطوف	Coordinating conjunction
(2:43:3)	(2:43:3)	subj	فاعل	Subject
(2:43:4)	(2:43:3)	obj	مفعول به	Object
(2:43:5)	(2:43:3)	conj	معطوف	Coordinating conjunction
(2:43:5)	(2:43:5)	subj	فاعل	Subject
(2:43:7)	(2:43:6)	gen	جار ومجرور	Prepositional phrase
(2:44:3)	(2:44:3)	PP	PP	PP
(2:44:1)	(2:44:1)	intg	intg	intg
(2:44:1)	(2:44:1)	subj	فاعل	Subject
(2:44:2)	(2:44:1)	obj	مفعول به	Object
(2:44:3)	(2:44:3)	gen	جار ومجرور	Prepositional phrase
(2:44:4)	(2:44:1)	conj	معطوف	Coordinating conjunction
(2:44:4)	(2:44:4)	subj	فاعل	Subject
(2:44:5)	(2:44:4)	obj	مفعول به	Object
(2:44:5)	(2:44:5)	poss	مضاف إليه	Possessive
(2:44:7)	(2:44:8)	VS	VS	VS
(2:44:6)	(2:44:8)	NS	NS	NS
(2:44:1)	(2:44:1)	intg	intg	intg
(2:44:1)	(2:44:1)	subj	فاعل	Subject
(2:44:7)	(2:44:7)	subj	فاعل	Subject
(2:44:8)	(2:44:7)	obj	مفعول به	Object
(2:44:9)	(2:44:9)	sup	sup	sup
(2:44:9)	(2:44:9)	intg	intg	intg
(2:44:10)	(2:44:9)	neg	neg	neg
(2:44:10)	(2:44:10)	subj	فاعل	Subject
(2:45:2)	(2:45:2)	PP	PP	PP
(2:45:1)	(2:45:1)	subj	فاعل	Subject
(2:45:2)	(2:45:2)	gen	جار ومجرور	Prepositional phrase
(2:45:3)	(2:45:2)	conj	معطوف	Coordinating conjunction
(2:45:7)	(2:45:8)	PP	PP	PP
(2:45:4)	(2:45:4)	subjx	اسم كان	Subject of special verb
(2:45:5)	(2:45:5)	emph	emph	emph
(2:45:5)	(2:45:4)	predx	خبر كان	Predicate of special verb
(2:45:8)	(2:45:7)	gen	جار ومجرور	Prepositional phrase
(2:46:3)	(2:46:5)	NS	NS	NS
(2:46:2)	(2:46:5)	VS	VS	VS
(2:46:1)	(2:45:8)	adj	صفة	Adjective
(2:46:2)	(2:46:2)	subj	فاعل	Subject
(2:46:3)	(2:46:3)	subjx	اسم كان	Subject of special verb
(2:46:4)	(2:46:3)	predx	خبر كان	Predicate of special verb
(2:46:5)	(2:46:4)	poss	مضاف إليه	Possessive
(2:46:5)	(2:46:5)	poss	مضاف إليه	Possessive
(2:46:7)	(2:46:7)	PP	PP	PP
(2:46:3)	(2:46:3)	subjx	اسم كان	Subject of special verb
(2:46:6)	(2:46:3)	conj	معطوف	Coordinating conjunction
(2:46:6)	(2:46:6)	subjx	اسم كان	Subject of special verb
(2:46:7)	(2:46:7)	gen	جار ومجرور	Prepositional phrase
(2:46:8)	(2:46:6)	predx	خبر كان	Predicate of special verb
(2:47:7)	(2:47:7)	PP	PP	PP
(2:47:6)	(2:47:7)	VS	VS	VS
(2:47:1)	(2:47:1)	voc	voc	voc
(2:47:2)	(2:47:1)	poss	مضاف إليه	Possessive
(2:47:3)	(2:47:3)	subj	فاعل	Subject
(2:47:4)	(2:47:3)	obj	مفعول به	Object
(2:47:4)	(2:47:4)	poss	مضاف إليه	Possessive
(2:47:5)	(2:47:4)	adj	صفة	Adjective
(2:47:6)	(2:47:6)	subj	فاعل	Subject
(2:47:7)	(2:47:7)	gen	جار ومجرور	Prepositional phrase
(2:47:10)	(2:47:11)	PP	PP	PP
(2:47:9)	(2:47:11)	VS	VS	VS
(2:47:8)	(2:47:8)	subjx	اسم كان	Subject of special verb
(2:47:9)	(2:47:9)	subj	فاعل	Subject
(2:47:9)	(2:47:9)	obj	مفعول به	Object
(2:47:11)	(2:47:10)	gen	جار ومجرور	Prepositional phrase
(2:48:6)	(2:48:7)	PP	PP	PP
(2:48:3)	(2:48:8)	VS	VS	VS
(2:47:3)	(2:47:3)	subj	فاعل	Subject
(2:48:1)	(2:47:3)	conj	معطوف	Coordinating conjunction
(2:48:1)	(2:48:1)	subj	فاعل	Subject
(2:48:2)	(2:48:1)	obj	مفعول به	Object
(2:48:4)	(2:48:3)	neg	neg	neg
(2:48:5)	(2:48:4)	subj	فاعل	Subject
(2:48:7)	(2:48:6)	gen	جار ومجرور	Prepositional phrase
(2:48:8)	(2:48:4)	obj	مفعول به	Object
(2:48:11)	(2:48:11)	PP	PP	PP
(2:48:9)	(2:48:3)	conj	معطوف	Coordinating conjunction
(2:48:10)	(2:48:9)	neg	neg	neg
(2:48:11)	(2:48:11)	gen	جار ومجرور	Prepositional phrase
(2:48:12)	(2:48:10)	pass	نائب فاعل	Passive subject
(2:48:15)	(2:48:15)	PP	PP	PP
(2:48:13)	(2:48:9)	conj	معطوف	Coordinating conjunction
(2:48:14)	(2:48:13)	neg	neg	neg
(2:48:15)	(2:48:15)	gen	جار ومجرور	Prepositional phrase
(2:48:16)	(2:48:14)	pass	نائب فاعل	Passive subject
(2:48:19)	(2:48:19)	VS	VS	VS
(2:48:18)	(2:48:17)	neg	neg	neg
(2:48:19)	(2:48:19)	pass	نائب فاعل	Passive subject
(2:49:3)	(2:49:4)	PP	PP	PP
(2:49:1)	(2:49:2)	link	متعلق	PP attachment
(2:49:2)	(2:49:2)	subj	فاعل	Subject
(2:49:2)	(2:49:2)	obj	مفعول به	Object
(2:49:4)	(2:49:3)	gen	جار ومجرور	Prepositional phrase
(2:49:5)	(2:49:4)	poss	مضاف إليه	Possessive
(2:49:6)	(2:49:6)	subj	فاعل	Subject
(2:49:6)	(2:49:6)	obj	مفعول به	Object
(2:49:7)	(2:49:6)	obj	مفعول به	Object
(2:49:8)	(2:49:7)	poss	مضاف إليه	Possessive
(2:49:9)	(2:49:9)	subj	فاعل	Subject
(2:49:10)	(2:49:9)	obj	مفعول به	Object
(2:49:10)	(2:49:10)	poss	مضاف إليه	Possessive
(2:49:11)	(2:49:9)	conj	معطوف	Coordinating conjunction
(2:49:11)	(2:49:11)	subj	فاعل	Subject
(2:49:12)	(2:49:11)	obj	مفعول به	Object
(2:49:12)	(2:49:12)	poss	مضاف إليه	Possessive
(2:49:13)	(2:49:14)	PP	PP	PP
(2:49:16)	(2:49:17)	PP	PP	PP
